ITEM,VENDOR,BRAND,VENDOR_CODE,UNIT_TYPE,SUBUNIT,SUBUNIT_SIZE,UNIT_PRICE,LAST_UPDATE,ACCOUNT,FLAG
MOP HEAD BLEND LOOPED-END ALL PURPOSE LARGE,SYSCO,SUPPLIES CLASSIC,4179586,CASE,1.0,2 CT,17.6,2025-09-05,KITCHEN,
MUFFIN ENGLISH ORIGINAL 2 OZ,SYSCO,THOMAS,1535368,CASE,6.0,12 CT,26.06,2025-09-22,KITCHEN,
MUSSEL PRINCE EDWARD ISLAND,SYSCO,IMPERIAL,1058443,CASE,1.0,10 LB,32.39,2025-07-23,KITCHEN,
NAPKIN BEVERAGE 10X10 2P WHT FD,SYSCO,CLASSIC,7216177,CASE,12.0,250 CT,64.15,2025-08-27,KITCHEN,
NAPKIN DINNER 14.5 INCH X 14.5 INCH FINESSE,SYSCO,CLASSIC,1975063,CASE,1.0,1000 CT,65.01,2025-07-09,KITCHEN,
OIL OLIVE BLEND 80/20,SYSCO,ARREZZIO,5934302,CASE,6.0,1 GAL,75.63,2025-09-29,KITCHEN,
OIL OLIVE BLEND SAUTE 10L BAG IN BOX,SYSCO,LA PADELLA,3048935,EACH,1.0,10 LTR,62.93,2025-07-11,KITCHEN,
OIL OLIVE EXTRA VIRGIN 10 L BAG IN BOX,SYSCO,TRULY,255941,CASE,1.0,10 LB,138.34,2025-09-29,KITCHEN,
OLIVE KALAMATA PITTED PLASTIC KEG,SYSCO,IMPERIAL,5429766,CASE,4.0,4.4 LB,36.27,2025-09-26,KITCHEN,
ORANGE MANDARIN WHOLE SEGMENTS IN JUICE,SYSCO,SUPREME,8357873,CASE,6.0,#10,73.64,2025-07-04,KITCHEN,
ORANGES CHOICE FRESH,SYSCO,RELIANCE,7651967,CASE,1.0,138 CT,43.08,2025-07-25,KITCHEN,
PAN COATING CANOLA,SYSCO,IMPERIAL,7110474,CASE,6.0,17 OZ,42.34,2025-09-16,KITCHEN,
"PASTA CAPELLINI 10""",SYSCO,PASTA LABELLA,4862967,CASE,2.0,10 LB,26.7,2025-08-27,KITCHEN,
PASTA CAVATAPPI 100% DURUM WHEAT SEMOLINA,SYSCO,PASTA LABELLA,6040885,CASE,2.0,10 LB,26.78,2025-09-30,KITCHEN,
PASTA FARFALLE BOWTIE,SYSCO,BARILLA ITALIAN PASTA,8843195,CASE,2.0,10 LB,25,2025-09-26,KITCHEN,
PASTA LINGUINE 10 INCH,SYSCO,PASTA LABELLA,4862959,CASE,2.0,10 LB,25.98,2025-07-23,KITCHEN,
PASTA PENNE RIGATE GLUTEN FREE,SYSCO,BARILLA ITALIAN PASTA,4069926,CASE,8.0,12 OZ,20.73,2025-09-29,KITCHEN,
PASTA SHELL SMALL,SYSCO,PASTA LABELLA,4862777,CASE,2.0,10 LB,33.97,2025-08-18,KITCHEN,
PASTA SPAGHETTI,SYSCO,BARILLA ITALIAN PASTA,7967144,CASE,2.0,10 LB,25,2025-08-26,KITCHEN,
PEACH SLICED CHOICE EXTRA IN LIGHT SYRUP,SYSCO,CLASSIC,2182063,CASE,6.0,#10,71.3,2025-07-09,KITCHEN,
PEANUT BUTTER CREAMY CUP,SYSCO,HOUSE RECIPE,7211242,CASE,200.0,0.75 OZ,38.39,2025-07-09,KITCHEN,
PEANUT BUTTER CREAMY PET PLASTIC CONTAINER JAR,SYSCO,CLASSIC,9732967,EACH,1.0,5 LB,17.42,2025-07-04,KITCHEN,
"PEAS, SUGAR SNAP",SYSCO,PROPACK,1312743,CASE,1.0,10 LB,35.03,2025-09-12,KITCHEN,
PEPPER RED FIRE ROASTED STRIPS,SYSCO,ARREZZIO,5017918,CASE,12.0,28 OZ,66.32,2025-09-19,KITCHEN,
PICK SANDWICH BAMBOO KNOT 4 INCH,SYSCO,HANDGARD,2102038,CASE,10.0,100 CT,27.82,2025-08-12,KITCHEN,
PIZZA CRUST ROUND PREBAKED,SYSCO,SAN MARIO'S,2516557,CASE,12.0,12 IN,29.85,2025-07-08,KITCHEN,
PLACEMAT PAPER SCALLOPED EMBOSSED WHITE 10X14,SYSCO,CLASSIC,7808545,CASE,1.0,1000 CT,33.67,2025-09-30,KITCHEN,
PLASTIC CUTLERY EBONY FORKS,SYSCO,CLASSIC,8003370,CASE,1.0,1000 CT,33.45,2025-09-16,KITCHEN,
PLASTIC CUTLERY EBONY SPOONS,SYSCO,CLASSIC,8003418,CASE,1.0,1000 CT,29.22,2025-08-08,KITCHEN,
PLATE FOAM HEAVY LAMINATED BLACK 6 INCH,SYSCO,CLASSIC,1555251,CASE,8.0,125 CT,48.75,2025-08-13,KITCHEN,
PLATE FOAM HEAVY LAMINATED BLACK 9 INCH,SYSCO,CLASSIC,1555313,CASE,4.0,125 CT,53.55,2025-09-15,KITCHEN,
PLATE PLASTIC IMPACT BLACK 7 INCH,SYSCO,PACTIV CORP,1857376,CASE,8.0,125 CT,113.49,2025-08-13,KITCHEN,
POLENTA CORN MEAL,SYSCO,COLAVITA,2461644,CASE,6.0,1 LB,15.05,2025-07-25,KITCHEN,
POPCORN CHEDDAR WHITE LARGE,SYSCO,SMARTFOOD,6783417,CASE,64.0,1 OZ,45.75,2025-08-12,KITCHEN,
POTATO DICED COOKED RED SKIN-ON,SYSCO,CLASSIC,3094962,CASE,2.0,10 LB,25.43,2025-09-29,KITCHEN,
"POTATO FRY 3/8"" ULTIMATE CRISP",SYSCO,IMPERIAL,2032935,CASE,6.0,5 LB,54.65,2025-09-22,KITCHEN,
POTATO FRY CRISSCUT ORIGINAL BATTER,SYSCO,LAMB WESTON,1516350,CASE,6.0,4.5 LB,60.39,2025-08-29,KITCHEN,
POTATO FRY SWEET WAFFLE BATTERED,SYSCO,IMPERIAL,4390807,CASE,5.0,3 LB,46.4,2025-09-19,KITCHEN,
POTATO HASH BROWNS COOKED SKINLESS,SYSCO,CLASSIC,3009428,CASE,2.0,10 LB,21.8,2025-09-29,KITCHEN,
POTATO RED C-SIZE,SYSCO,IMPERIAL,8486896,CASE,1.0,50 LB,34.61,2025-09-23,KITCHEN,
POTATO UKON GOLD B SIZE #1,SYSCO,IMPERIAL,9903667,CASE,1.0,50 LB,25.88,2025-07-08,KITCHEN,
POTATO YUKON GOLD C SIZE #1,SYSCO,IMPERIAL,9903675,CASE,1.0,50 LB,63.31,2025-07-25,KITCHEN,
POWDER BAKING,SYSCO,CLASSIC,7082172,CASE,6.0,5 LB,12.29,2025-07-28,KITCHEN,
PUMPKIN SEED PEPITAS RAW,SYSCO,CLASSIC,7221968,CASE,1.0,5 LB,43.31,2025-09-26,KITCHEN,
RICE PARBOILED PERFECT,SYSCO,IMPERIAL,4671350,CASE,1.0,25 LB,29.95,2025-09-24,KITCHEN,
RINSE AID ADDITIVE SMARTPOWER,SYSCO,ECOLAB,4603308,CASE,2.0,2.5 LB,215.33,2025-09-09,KITCHEN,
ROLL BRIOCHE LOBSTER CLUSTER 6 INCH,SYSCO,FIREKING BAKING,626618,CASE,7.0,8 CT,40.48,2025-07-23,KITCHEN,
ROLL DINNER ASSORTED PARBAKED,SYSCO,LA BREA BAKERY,3591054,CASE,96.0,1.5 OZ,48.38,2025-09-30,KITCHEN,
SALMON ATLANTIC FILLET D SKIN-ON 2-3# CHILEAN,SYSCO,PORTICO,9161597,LB,1.0,10 LB,8.111,2025-07-18,KITCHEN,
SALSA JALAPENO FIRE ROASTED CA,SYSCO,CASA SOLANA,2724607,CASE,6.0,#10,56.86,2025-07-18,KITCHEN,
SALT PELLETS WATER SOFTENER,SYSCO,CLASSIC,5982582,CASE,1.0,50 LB,10.87,2025-07-18,KITCHEN,
SAUCE BARBEQUE ORIGINAL,SYSCO,SWEET BABY RAY'S,3369388,CASE,4.0,1 GAL,56.59,2025-09-26,KITCHEN,
SAUCE CHILI HOT SRIRACHA,SYSCO,HUY FONG,2451417,CASE,12.0,28 OZ,59.88,2025-08-27,KITCHEN,
SAUCE MARINARA CHUNKY,SYSCO,FULL-RED,7189296,CASE,6.0,#10,42.81,2025-09-30,KITCHEN,
SAUCE PESTO BASIL NO NUTS,SYSCO,ARREZZIO,5141502,CASE,6.0,30 OZ,80.32,2025-07-16,KITCHEN,
SAUCE PLUM,SYSCO,LA CHOY,4215331,CASE,1.0,1 GAL,23.88,2025-09-26,KITCHEN,
SAUCE STEAK GLASS,SYSCO,A.1. STEAK SAUCE,4007522,CASE,12.0,10 OZ,69.67,2025-08-29,KITCHEN,
SAUCE TARTAR HIDDEN COVE,SYSCO,IMPERIAL,4096368,CASE,4.0,1 GAL,18.2,2025-08-26,KITCHEN,
SAUCE WORCESTERSHIRE,SYSCO,LEA & PERRINS,4007852,CASE,24.0,5 OZ,59.8,2025-07-15,KITCHEN,
SAUSAGE LINKS 1 OZ,SYSCO,JIMMY DEAN,1494079,CASE,1.0,12 LB,48.39,2025-09-30,KITCHEN,
SAUSAGE PORK PATTIES COOKED MILD 1 OZ,SYSCO,CLASSIC,1589332,CASE,160.0,1 OZ,46.25,2025-07-11,KITCHEN,
SAUSAGE PORK PATTY WHOLE HOG RAW,SYSCO,IMPERIAL,3755709,CASE,128.0,1.5 OZ,48,2025-09-23,KITCHEN,
SEAFOOD MIX SENSATIONS,SYSCO,KING & PRINCE SEAFOOD,1059047,CASE,6.0,2 LB,74.84,2025-09-26,KITCHEN,
SEASONING ORIGINAL RANCH,SYSCO,HIDDEN VALLEY RANCH,2591438,CASE,6.0,16 OZ,75.55,2025-08-27,KITCHEN,
SESASONING OLD BAY,SYSCO,OLD BAY,7441916,CASE,6.0,24 OZ,16.52,2025-09-10,KITCHEN,
SHORTENING FRY CANOLA CLEAR ZERO TRANS FAT,SYSCO,CLASSIC,7626013,CASE,1.0,35 LB,43.48,2025-09-29,KITCHEN,
SHRIMP WHITE PEELED AND DEVEINED TAIL-ON 8/12 COUNT,SYSCO,PORTICO,2614693,CASE,4.0,2.5 LB,99.26,2025-07-25,KITCHEN,
SNACK BAR GRANOLA VARIETY 3 FLAVOR,SYSCO,NATURE VALLEY,7082091,CASE,1.0,70 CT,60.28,2025-08-27,KITCHEN,
SPICE NUTMEG GROUND,SYSCO,IMPERIAL,5229067,CASE,6.0,1 LB,21.28,2025-07-18,KITCHEN,
STEAK RIBEYE SHAVED,SYSCO,STEHOUWER,7392798,CASE,2.0,4.5 LB,64.84,2025-08-27,KITCHEN,
STEAK SIRLOIN TOP BASEBALL SKINNED,SYSCO,BUCKHEAD PRIDE,5255800,LB,24.0,8 OZ,20.016,2025-08-22,KITCHEN,
STIRRER PLASTIC STRAW BLACK,SYSCO,CLASSIC,8100982,CASE,1.0,8000 CT,16.92,2025-08-27,KITCHEN,
STRAW PLASTIC TURANSLUCENT JUMBO WRAPPED 7.75 I,SYSCO,CLASSIC,191567,CASE,24.0,500 CT,70.69,2025-08-27,KITCHEN,
SUGAR GRANULATED EXTRA FINE CANE,SYSCO,CLASSIC,5087572,CASE,1.0,25 LB,24.91,2025-09-19,KITCHEN,
SYRUP CHOCOLATE SQUEEZE BOTTLE,SYSCO,HERSHEY,4441457,CASE,24.0,24 OZ,91.9,2025-09-26,KITCHEN,
SYRUP PANCAKE & WAFFLE,SYSCO,CLASSIC,4186086,CASE,1.0,1 GAL,52.74,2025-09-19,KITCHEN,
TOAST FRENCH STICK HEAT & SERVE,SYSCO,FARM RICH,1251461,CASE,5.0,2 LB,34.81,2025-09-29,KITCHEN,
TOMATO RSTD RED WEDGES,SYSCO,ARREZZIO,5224387,CASE,2.0,4 LB,51.19,2025-08-20,KITCHEN,
TOMATO RSTD YEL WEDGES,SYSCO,ARREZZIO,5224393,CASE,2.0,4 LB,59.26,2025-07-11,KITCHEN,
"TOMATO, DICED",SYSCO,FULL-RED,5031596,CASE,6.0,#10,37.7,2025-09-30,KITCHEN,
TOPPING HOT FUDGE MELLOWCREAM 60517,SYSCO,J.HUNGERFORD SMITH,4005211,CASE,6.0,127 OZ,118.05,2025-07-30,KITCHEN,
TORTILLA FLOUR PRESSED 6 INCHES,SYSCO,CASA SOLANA,2386134,CASE,24.0,12 CT,41.81,2025-09-16,KITCHEN,
TURKEY BREAST SLICED SMOKED .67 OUNCE,SYSCO,HORMEL,2477081,CASE,6.0,2 LB,78,2025-10-03,KITCHEN,
TURKEY BREAST SLICED WHOLE MUSCLE,SYSCO,HORMEL,8106833,CASE,6.0,2 LB,86.39,2025-09-29,KITCHEN,
"VEAL BONE HIND SHANK APPROXIMATELY 4""",SYSCO,BUTCHERS BLOCK RESERVE,7637499,LB,1.0,50 LB,5.14,2025-09-26,KITCHEN,
VEGETARIAN BLEND SWEET POTATO & ROASTED ROOT VEGETABLES,SYSCO,SUPREME,3617531,CASE,6.0,2.5 LB,48.98,2025-09-29,KITCHEN,
VINEGAR RICE UNSEASONED NO MSG,SYSCO,JADE MOUNTAIN,5109780,CASE,12.0,30 OZ,57.69,2025-07-28,KITCHEN,
VINEGAR SHERRY,SYSCO,COLUMELA (DRY),4965503,CASE,6.0,12.7 OZ,38.6,2025-08-29,KITCHEN,
VINEGAR WHITE DISTILLED 50 GRAIN,SYSCO,CLASSIC,4113049,CASE,4.0,1 GAL,18.25,2025-07-28,KITCHEN,
YOGURT PLAIN GREEK 5 PERCENT,SYSCO,CHOBANI,8890743,CASE,6.0,32 OZ,30.68,2025-08-27,KITCHEN,
YOGURT PLAIN GREEK NON-FAT,SYSCO,WHOLESOME FARMS,4360901,CASE,6.0,2 LB,26.02,2025-08-27,KITCHEN,
YOGURT RASPBERRY & PEACH ORIGINAL,SYSCO,YOPLAIT,5076587,CASE,48.0,4 OZ,29.74,2025-09-29,KITCHEN,
YOGURT STRAWBERRY & BANANA,SYSCO,YOPLAIT,5076595,CASE,48.0,4 OZ,29.74,2025-09-29,KITCHEN,
WHITEFISH FILLET SKIN-ON 8-10 OZ,SYSCO,IMPERIAL,7154654,CASE,,,94.95,2025-07-29,KITCHEN,Needs Review
,SYSCO,,4360893,,,,15.66,2025-07-29,KITCHEN,Needs Review
,SYSCO,,1962588,,,,57.94,2025-07-25,KITCHEN,Needs Review
,SYSCO,,8379270,,,,18.63,2025-07-25,KITCHEN,Needs Review
,SYSCO,,2161771,,,,64.11,2025-07-09,KITCHEN,Needs Review
APPETIZER PICKLE CHIPS BREADED,SYSCO,GOLDEN CRISP,8902239,CASE,6.0,2.5 LB,65.47,2025-08-19,SNACK BAR,
BAMBOO PICK KNOT 4.5 INCH,SYSCO,HANDGARD,3799024,CASE,10.0,100 CT,27.82,2025-08-08,SNACK BAR,
BEEF PATTY 80/20 ROUND FRESH,SYSCO,FIRE RIVER FARMS,7237013,CASE,42.0,5.33 OZ,77.66,2025-08-19,SNACK BAR,
BLEACH LIQUID GERMICIDAL ULTRA 6%,SYSCO,CLASSIC,1933074,CASE,6.0,128 OZ,26.58,2025-08-12,SNACK BAR,
BREAD BAGUETTE DEMI PAR BAKED,SYSCO,ACE BAKERY LTD,5484605,CASE,1.0,45 CT,34.53,2025-08-19,SNACK BAR,
BUN HAMBURGER GLUTEN FREE INDIVIDUALLY WRAPPED,SYSCO,UDI'S HEALTHY FOODS,758401,CASE,24.0,1 CT,34.2,2025-08-08,SNACK BAR,
BUN HAMBURGER PLAIN 4.5 WHITE,SYSCO,BAKER'S SOURCE,7223084,CASE,6.0,12 CT,27.01,2025-08-19,SNACK BAR,
CHEESE AMERICAN 120 SLICE,SYSCO,BLOCK & BARREL,5132234,CASE,4.0,5 LB,58.31,2025-09-26,KITCHEN,
CHEESE BLUE CRUMBLES,SYSCO,IMPERIAL,671677,CASE,2.0,5 LB,34.38,2025-07-25,SNACK BAR,
CHEESE CHEDDAR JACK FANCY SHREDDED,SYSCO,CASA SOLANA,2822379,CASE,4.0,5 LB,57.16,2025-08-19,SNACK BAR,
CHEESE CHEDDAR SHARP SLICED INTERLEAFED .75 YELLOW,SYSCO,BLOCK & BARREL,3554611,CASE,8.0,1.5 LB,44.26,2025-07-04,SNACK BAR,
CHEESE FETA CRUMBLED,SYSCO,IMPERIAL,135632,CASE,2.0,5 LB,33.04,2025-08-19,SNACK BAR,
CHEESE MOZZARELLA FRESH LOG SLICED CRYOVAC,SYSCO,ARREZZIO,4099418,CASE,8.0,1 LB,37.36,2025-09-29,KITCHEN,
CHEESE PARMESAN GRATED,SYSCO,ARREZZIO,7268538,CASE,2.0,5 LB,42.04,2025-07-25,SNACK BAR,
CHEESE PEPPER JACK SLI .75 OUNCE,SYSCO,GREAT LAKES CHEESE,7256901,CASE,6.0,1.5 LB,29.55,2025-07-15,SNACK BAR,
CHEESE QUESO QUESADILLA SHRED,SYSCO,PICA Y SALPICA,7223395,CASE,4.0,5 LB,77.82,2025-08-05,SNACK BAR,
CHEESE STICK MOZZARELLA BATTERED,SYSCO,CLASSIC,4084976,CASE,6.0,2 LB,61.66,2025-08-19,SNACK BAR,
CHICKEN BREAST BREADED FILETS RAW,SYSCO,CLASSIC,8666192,CASE,40.0,4 OZ,52.73,2025-07-16,SNACK BAR,
CHICKEN BREAST FAJITA FILETS STRIPS,SYSCO,BRAKEBUSH BROTHERS,3196938,CASE,2.0,5 LB,56.19,2025-09-16,KITCHEN,
CHICKEN BREAST FILETS GRILLED,SYSCO,TYSON FOODS,1804301,CASE,36.0,4.5 OZ,72,2025-08-15,SNACK BAR,
CHICKEN TENDERS BREADED GOLDEN FLAT LARGE,SYSCO,CLASSIC,1400464,CASE,2.0,5 LB,47.91,2025-08-27,SNACK BAR,
CHIP MULTIGRAIN GARDEN SALSA LARGE SINGLE SERVING,SYSCO,SUNCHIP,6799136,CASE,64.0,1.5 OZ,45.75,2025-08-08,SNACK BAR,
CHIP PITA PARMESAN GARLIC HERB,SYSCO,STACY'S,7160860,CASE,24.0,1.5 OZ,16.09,2025-08-08,SNACK BAR,
CHIP POTATO REGULAR LARGE SINGLE SERVING,SYSCO,LAYS,6725273,CASE,64.0,1.5 OZ,45.75,2025-08-19,SNACK BAR,
CHIP TORTILLA YELLOW ROUND,SYSCO,CASA SOLANA,7221908,CASE,30.0,3 OZ,22.32,2025-08-08,SNACK BAR,
CHIPS POTATO BBQ LARGE SINGLE SERVING,SYSCO,LAYS,6743441,CASE,64.0,1.5 OZ,45.75,2025-08-15,SNACK BAR,
CHIPS TORTILLA COOL RANCH LARGE SINGLE SERVING,SYSCO,DORITOS (FRITOLAY),6725401,CASE,64.0,1.75 OZ,45.75,2025-08-12,SNACK BAR,
CLEANER FLOOR SANITIZING WASH N WALK,SYSCO,KEYSTONE PRODUCTS,2514028,CASE,1.0,2.5 GAL,141.58,2025-07-22,SNACK BAR,
CONE CAKE #30 JACKETED SLEEVE,SYSCO,JOY,6275315,CASE,30.0,25 CT,97.6,2025-08-12,SNACK BAR,
CONTAINER FOAM ROUND WHITE SQUAT 8 OUNCE,SYSCO,CLASSIC,3291143,CASE,20.0,50 CT,45.28,2025-07-11,SNACK BAR,
CONTAINER PLASTIC CLEAR HINGED 8 INCH,SYSCO,CLASSIC,2310102,CASE,2.0,100 CT,53.07,2025-08-27,SNACK BAR,
COOKIE CRUMB OREO MEDIUM CRUNCH,SYSCO,NABISCO,6400051,CASE,4.0,2.5 LB,13.5,2025-08-12,SNACK BAR,
CRACKER CHEEZ-IT ORIGINAL SNACK,SYSCO,SUNSHINE,5538590,CASE,60.0,1.5 OZ,28.53,2025-09-29,KITCHEN,
CROISSANT BUTTER CURVED,SYSCO,BAKER'S SOURCE,5221155,CASE,4.0,12 CT,52.2,2025-08-15,SNACK BAR,
CROUTON SEASONED CUBED PACKET ZERO TRANS FAT,SYSCO,CLASSIC,7762299,CASE,250.0,.25 OZ,16.72,2025-08-12,SNACK BAR,
CUP FOAM 32 OUNCE PEDESTAL HORIZON,SYSCO,DART CONTAINER,3936754,CASE,25.0,16 CT,47.17,2025-08-08,SNACK BAR,
CUP PAPER COLD POLY-COATED 20 OUNCE,SYSCO,SYSCO TRENDZ,1993734,CASE,24.0,50 CT,128.69,2025-08-12,SNACK BAR,
CUP PLASTIC CLEAR RPET SQUAT 9 OUNCE,SYSCO,EARTH PLUS,7473299,CASE,15.0,65 CT,64.27,2025-07-25,SNACK BAR,
DETERGENT MACHINE SUPER TRUMP,SYSCO,ECOLAB,4350963,CASE,4.0,1 GAL,49.2,2025-07-08,SNACK BAR,
DIP HUMMUS TRADITIONAL,SYSCO,CLASSIC,9669151,CASE,4.0,3.75 LB,46.84,2025-09-26,KITCHEN,
DRESSING BLUE CHEESE PACKET,SYSCO,T. MARZETTI,5274964,CASE,120.0,1.5 OZ,37.78,2025-07-18,SNACK BAR,
DRESSING HONEY MUSTARD DIP CUP,SYSCO,HOUSE RECIPE,7132039,CASE,96.0,1.5 OZ,27.48,2025-07-25,SNACK BAR,
DRESSING RANCH CUP,SYSCO,T. MARZETTI,4939476,CASE,120.0,1 OZ,24.09,2025-08-19,SNACK BAR,
DRESSING RANCH HOMESTYLE,SYSCO,KEN'S,5590948,CASE,4.0,1 GAL,61.14,2025-08-19,SNACK BAR,
DRINK GRAPE FIERCE WIDE-MOUTH,SYSCO,GATORADE,1280239,CASE,24.0,20 OZ,25.06,2025-08-19,SNACK BAR,
DRINK ORANGE WIDE MOUTH PLASTIC READY TO DRINK,SYSCO,GATORADE,7468556,CASE,24.0,20 OZ,25.06,2025-07-28,SNACK BAR,
DRINK RASPBERRY COOL BLUE WIDE MOUTH READY TO,SYSCO,GATORADE,7468531,CASE,24.0,20 OZ,25.06,2025-08-05,SNACK BAR,
GLOVE NITRILE FOODSERVICE POWDER FREE BLACK LA,SYSCO,CLASSIC,4685614,CASE,10.0,100 CT,66.92,2025-08-11,SNACK BAR,
GLOVE NITRILE FOODSERVICE POWDER FREE BLACK ME,SYSCO,CLASSIC,4685594,CASE,10.0,100 CT,66.92,2025-09-26,KITCHEN,
GUACAMOLE FRESH SNACK PACK ORIGINAL HIGH PRESSURE PASTEURIZATION,SYSCO,CASA SOLANA,2748719,CASE,36.0,2 OZ,33.71,2025-07-25,SNACK BAR,
ICE CREAM BAR SUNDAE STRAWBERRY KRUNCH,SYSCO,BLUE RIBBON,2277267,CASE,2.0,24 CT,24.78,2025-08-19,SNACK BAR,
ICE CREAM SANDWICH CHIPS GALORE,SYSCO,BLUE BUNNY,1595487,CASE,24.0,4.5 OZ,30.47,2025-08-19,SNACK BAR,
ICE CREAM SANDWICH COOKIES & CREAM,SYSCO,BLUE BUNNY,2109783,CASE,24.0,4.5 OZ,30.47,2025-08-19,SNACK BAR,
JUICE APPLE 100% PET,SYSCO,CITAVO GROVE,7213726,CASE,24.0,10 OZ,24.5,2025-07-08,SNACK BAR,
KETCHUP PACKET FANCY,SYSCO,HEINZ,4136768,CASE,1000.0,9 G,36.24,2025-07-08,SNACK BAR,
KETCHUP PACKET FANCY FOIIL,SYSCO,HOUSE RECIPE,8747859,CASE,1000.0,9 G,33.06,2025-08-19,SNACK BAR,
"KIT CUTLERY FORK, KNIFE, SPOON/SALT AND PEPPER",SYSCO,CLASSIC,7183963,CASE,1.0,250 CT,35.39,2025-08-19,SNACK BAR,
LID PLAS 32OZ SLOT VENT,SYSCO,DART CONTAINER,7213494,CASE,10.0,100 CT,48.78,2025-07-08,SNACK BAR,
LID PLASTIC SLOT FOR24N/32AJ20,SYSCO,DART CONTAINER,5466750,CASE,10.0,100 CT,30.18,2025-07-18,SNACK BAR,
LINER BASKET GREEN CHECK 12X12,SYSCO,CLASSIC,7273300,CASE,1.0,2000 CT,67.11,2025-08-11,SNACK BAR,
"LINER TRASH 43""X46""",SYSCO,RELIANCE,1764521,CASE,100.0,56 GAL,41.64,2025-07-28,SNACK BAR,
MILK CHOCOLATE ULTRA PASTEURIZED PREMIUM,SYSCO,PRAIRIE FARMS DAIRY INC,7184272,CASE,12.0,14 OZ,15.49,2025-07-29,SNACK BAR,
MILK WHOLE ULTRA HIGH TEMPERATURE,SYSCO,PRAIRIE FARMS DAIRY INC,7214375,CASE,12.0,14 OZ,14.68,2025-07-16,SNACK BAR,
NAPKIN DISPENSER 13X12 1P NATURAL,SYSCO,EARTH PLUS,7266843,CASE,12.0,600 CT,72.39,2025-08-12,SNACK BAR,
OIL VEGETABLE PURE,SYSCO,CLASSIC,4119061,CASE,6.0,1 GAL,11.67,2025-08-11,SNACK BAR,
ONION RING BEER BATTERED THICK CUT,SYSCO,BREW CITY,9394420,CASE,6.0,2.5 LB,55.42,2025-08-11,SNACK BAR,
"PICKLE REFRIGERATED KOSHER DILL SLICED .25""",SYSCO,CLAUSSEN,1537711,CASE,1.0,5 GAL,60.45,2025-08-15,SNACK BAR,
PICKLE SLICED SWEET HOTTIES,SYSCO,COOL CRISP,353835,CASE,1.0,2 GAL,24.95,2025-08-15,SNACK BAR,
PRETZEL TINY TWISTS CLASSIC LARGE SINGLE SERVING,SYSCO,ROLD GOLD,6798845,CASE,64.0,2OZ,45.75,2025-08-08,SNACK BAR,
SALSA DIPPING CUP 3 OZ,SYSCO,RED GOLD,3363365,CASE,168.0,3 OZ,74.93,2025-07-18,SNACK BAR,
SANITIZER QUAT SOLID DISPENSER,SYSCO,KEYSTONE PRODUCTS,4461400,CASE,2.0,2 LB,113.24,2025-09-09,KITCHEN,
SAUCE BARBECUE DIP CUP,SYSCO,HOUSE RECIPE,3132032,CASE,200.0,1 OZ,28.34,2025-07-23,SNACK BAR,
SAUCE CHOCOLATE DESIGNER,SYSCO,LYONS MAGNUS,3341443,CASE,12.0,16 OZ,37.13,2025-07-04,SNACK BAR,
SAUCE MARINARA DIPPING CUP,SYSCO,ARREZZIO,7274658,CASE,96.0,2.5 OZ,41.91,2025-08-11,SNACK BAR,
SAUCE PEPPER CAYENNE RED HOT,SYSCO,FRANK'S REDHOT,7524051,EACH,1.0,1 GAL,16.48,2025-07-18,SNACK BAR,
SOFT SERVE CHOCOLATE PREMIUM FRESH,SYSCO,PRAIRIE FARMS DAIRY INC,4802007,CASE,2.0,2.5 GAL,45.93,2025-08-19,SNACK BAR,
SOFT SERVE VANILLA PREMIUM FRESH,SYSCO,PRAIRIE FARMS DAIRY INC,4801983,CASE,2.0,2.5 GAL,46.1,2025-08-19,SNACK BAR,
SPOON SOUP PLASTIC BLACK HEAVY FULL,SYSCO,IMPERIAL,8199178,CASE,1000.0,1 CT,61.11,2025-08-12,SNACK BAR,
TEA ICED SWEET WITH LEMON PURE LEAF,SYSCO,LIPTON,2131850,CASE,12.0,18.5 OZ,20.83,2025-07-08,SNACK BAR,
TOPPING M&M'S PLAIN CHOPPED,SYSCO,TR TOPPER,7217490,CASE,2.0,5 LB,52.14,2025-08-12,SNACK BAR,
TOPPING STRAWBERRY SLICED,SYSCO,CLASSIC,4925129,CASE,6.0,#5,14.81,2025-08-12,SNACK BAR,
TOWELETTE MOIST LEMON SCENT 8 INCH X 5 INCH,SYSCO,TRENDZ,834697,CASE,10.0,100 CT,16.39,2025-07-25,SNACK BAR,
TRAY FOOD PAPER RED PLAID 3 POUND,SYSCO,SYSCO RELIANCE,1998477,CASE,2.0,250 CT,38.35,2025-08-19,SNACK BAR,
TRAY FOOD PAPER RED PLAID 5 POUND,SYSCO,RELIANCE,1998499,CASE,2.0,250 CT,54.72,2025-08-19,SNACK BAR,
TRAY PAPER PULP CARRY OUT 4 CUP,SYSCO,EARTH PLUS,3574910,CASE,4.0,75 CT,58.09,2025-07-25,SNACK BAR,
TUNA WHITE ALBACORE SOLID WATER,SYSCO,PORTICO,8523995,CASE,6.0,66.5 OZ,129.88,2025-07-16,SNACK BAR,
TURKEY BREAST SLICED OVEN ROASTED .67 OUNCE,SYSCO,BLOCK & BARREL,7094280,CASE,4.0,2.5 LB,64.52,2025-08-19,SNACK BAR,
WATER SPRING,SYSCO,ICE MOUNTAIN,269688,CASE,24.0,20 OZ,10.64,2025-07-29,SNACK BAR,
