ITEM,VENDOR,BRAND,VENDOR_CODE,UNIT_TYPE,SUBUNIT,SUBUNIT_SIZE,UNIT_PRICE,LAST_UPDATE,ACCOUNT,FLAG
OIL SESAME SEED PURE,SYSCO,LEE KUM KEE,4899373,EACH,1.0,1 GAL,52.64,2025-09-15,KITCHEN,
SUGAR SUBSTITUTE PACKET PINK,SYSCO,SWEET & LOW,2326140,CASE,1.0,3000 CT,28.98,2025-09-15,KITCHEN,
ALMOND NAUTRAL SLICED,SYSCO,CLASSIC,4645412,CASE,3.0,2 LB,63.93,2025-09-12,BAKERY,
JUICE ORANGE FRESH,SYSCO,ORCHID ISLAND,3148681,CASE,4.0,1 GAL,61.27,2025-09-12,KITCHEN,
BREAD CINNAMON SWIRL .75 INCH,SYSCO,BUN BASKET,2159994,CASE,10.0,18 OZ,47.81,2025-09-12,BAKERY,
CHEESE BRIE TIN DANISH,SYSCO,FRIENDSHIP CHEESES,8646038,CASE,12.0,4.5 OZ,39.15,2025-09-12,KITCHEN,
RICE BASMATI INTNL BENS,SYSCO,BEN'S ORIGINAL MCW RICE,7191045,CASE,2.0,5 LB,27.67,2025-09-12,KITCHEN,
SAUSAGE BULK ITALIAN MEDIUM HOT RAW,SYSCO,GRECO & SONS,7188787,CASE,2.0,10 LB,63.73,2025-09-12,KITCHEN,
APPETIZER SCALLOP BACON,SYSCO,PREMIUM,1237056,CASE,4.0,25 CT,128.13,2025-09-12,KITCHEN,
PRETZEL BAVARIAN BRAUHAUS BAKED,SYSCO,BRAUHAUS,4675584,CASE,12.0,10 OZ,37.49,2025-09-10,KITCHEN,
BREAD WHITE SOFT SANDWICH GLUTEN FREE,SYSCO,UDI'S HEALTHY FOODS,7040539,CASE,6.0,24 OZ,60.52,2025-09-10,KITCHEN,
TUNA YELLOWFIN SAKU 8-10 OUNCE INDONESIA,SYSCO,EMPEROR'S CHOICE (SEAFOOD),4434235,CASE,1.0,10 LB,133.03,2025-09-10,KITCHEN,
SAUCE TABASCO HOT,SYSCO,TABASCO,5102736,CASE,12.0,5 OZ,37.25,2025-09-10,KITCHEN,
COCONUT SHREDDED MEDIUM,SYSCO,CLASSIC,4510863,CASE,1.0,10 LB,27.51,2025-09-10,BAKERY,
CAKE ANGEL FOOD,SYSCO,SARA LEE,3019866,CASE,6.0,22 OZ,42.47,2025-09-10,BAKERY,
WALNUT HALVES & PIECES,SYSCO,CLASSIC,4888574,CASE,1.0,5 LB,60.01,2025-09-09,KITCHEN,
PEANUT DRY ROASTED SALTED BLANCHED,SYSCO,CLASSIC,4645438,CASE,3.0,2 LB,29.31,2025-09-09,KITCHEN,
PASTA PENNE RIGATE HEAVY WALL,SYSCO,PASTA LABELLA,4560967,CASE,2.0,10 LB,30.06,2025-09-09,KITCHEN,
TIE TWIST BAG WHITE 4 INCH,SYSCO,PACKER,8364341,CASE,1.0,2000 CT,52.38,2025-09-09,BAKERY,
MLIK COCONUT THAI KITCHEN CAN,SYSCO,THAI KITCHEN,7027820,EACH,1.0,96 OZ,23.27,2025-09-09,KITCHEN,
CHEESE COJITA QUESO GRATED,SYSCO,SUPREMO,7027846,CASE,6.0,2.2 LB,88.85,2025-09-09,KITCHEN,
BEAN GREAT NORTHERN,SYSCO,CLASSIC,4062360,CASE,6.0,#10,36.3,2025-09-09,KITCHEN,
"PAD SCOUR EXTRA-HEAVY NYLON 3.5"" X 6"" BLUE",SYSCO,SUPPLIES,5793922,CASE,1.0,20 CT,10.31,2025-09-05,KITCHEN,
CLOTH CHEESE REGULAR WEIGHT 36 INCH,SYSCO,CLASSIC,6410898,CASE,1.0,60 YD,73.01,2025-09-05,KITCHEN,
CHOCOLATE DARK CALLETS 53.1%,SYSCO,CALLEBAUT,1852981,CASE,1.0,10 KG,258.58,2025-09-05,BAKERY,
BREADSTICK GARLIC,SYSCO,BAKER'S SOURCE,7113567,CASE,120.0,1.75 OZ,38.51,2025-09-05,BAKERY,
CHEESE PEPPER JACK LOAF,SYSCO,BLOCK & BARREL,7016363,CASE,2.0,5 LB,35.85,2025-09-05,KITCHEN,
CHEESE CUBE COLBY JACK,SYSCO,SCHREIBER FOODS,7276532,CASE,4.0,5 LB,71.85,2025-09-05,KITCHEN,
CHEESE CHEDDAR WHITE SHARP MICHIGAN,SYSCO,FARM COUNTRY,605950,LB,2.0,5 LB,8.143,2025-09-05,KITCHEN,
SALAMI SPRESSATA MILD SMALL,SYSCO,MASTRO SALAMI,7188685,LB,4.0,3 LB,7.995,2025-09-05,KITCHEN,
ICE CREAM BLUE MOON,SYSCO,PACKER,2099315,EACH,1.0,3 GAL,25.85,2025-09-05,KITCHEN,
